content,content_zh,rating,product_id,date,ai_sentiment,ai_aspects_json,ai_aspects_json_zh,ai_pain_points,ai_highlights,ai_evidence_level,annotation_status,reviewer_notes
"Typical cheap product built in China.  The cord stopped working 35 days after purchase.  The plug is still OK, but without the cord it's useless.",典型的中国制造廉价产品。购买35天后线缆就坏了。插头还能用，但没了线缆就毫无用处。,1,B0CQC97GKT,2025-09-11 00:00:00,negative,"[{""key"": ""build_quality"", ""polarity"": ""negative"", ""evidence_span"": ""Typical cheap product built in China. The cord stopped working 35 days after purchase."", ""evidence_level"": ""certain""}, {""key"": ""durability"", ""polarity"": ""negative"", ""evidence_span"": ""The cord stopped working 35 days after purchase."", ""evidence_level"": ""certain""}]","[{""key"": ""build_quality"", ""polarity"": ""negative"", ""evidence_span"": ""Typical cheap product built in China. The cord stopped working 35 days after purchase."", ""evidence_level"": ""certain"", ""label_zh"": ""做工"", ""evidence_span_zh"": ""典型的中国制造廉价产品，购买35天后线缆就坏了。"", ""polarity_zh"": ""负面"", ""evidence_level_zh"": ""确定""}, {""key"": ""durability"", ""polarity"": ""negative"", ""evidence_span"": ""The cord stopped working 35 days after purchase."", ""evidence_level"": ""certain"", ""label_zh"": ""耐用性"", ""evidence_span_zh"": ""购买后35天，电源线停止工作。"", ""polarity_zh"": ""负面"", ""evidence_level_zh"": ""确定""}]","[""cord stopped working after 35 days""]",[],certain,ai_pending_review,
Na cargan bien. Los tengo conectados y como que se salen. Que pérdida de tiempo y dinero,它们加载不正常。我连接好了，但好像又断开了。真是浪费时间和金钱。,1,B0B283QP2N,2025-07-21 08:00:00,negative,"[{""key"": ""charging_speed"", ""polarity"": ""negative"", ""evidence_span"": ""Na cargan bien"", ""evidence_level"": ""certain""}, {""key"": ""connectivity"", ""polarity"": ""negative"", ""evidence_span"": ""como que se salen"", ""evidence_level"": ""certain""}, {""key"": ""value_for_money"", ""polarity"": ""negative"", ""evidence_span"": ""pérdida de tiempo y dinero"", ""evidence_level"": ""certain""}]","[{""key"": ""charging_speed"", ""polarity"": ""negative"", ""evidence_span"": ""Na cargan bien"", ""evidence_level"": ""certain"", ""label_zh"": ""充电速度"", ""evidence_span_zh"": ""Na cargan bien"", ""polarity_zh"": ""负面"", ""evidence_level_zh"": ""确定""}, {""key"": ""connectivity"", ""polarity"": ""negative"", ""evidence_span"": ""como que se salen"", ""evidence_level"": ""certain"", ""label_zh"": ""连接稳定性"", ""evidence_span_zh"": ""como que se salen"", ""polarity_zh"": ""负面"", ""evidence_level_zh"": ""确定""}, {""key"": ""value_for_money"", ""polarity"": ""negative"", ""evidence_span"": ""pérdida de tiempo y dinero"", ""evidence_level"": ""certain"", ""label_zh"": ""性价比"", ""evidence_span_zh"": ""pérdida de tiempo y dinero"", ""polarity_zh"": ""负面"", ""evidence_level_zh"": ""确定""}]","[""Poor charging"", ""Connection drops""]",[],certain,reviewed,"AI Aspects: 可补 {key: ""value_for_money"", polarity: ""negative"", evidence_span: ""pérdida de tiempo y dinero"", evidence_level: ""certain""}; 用户明确说浪费时间和金钱。"
Seems like good quality nice long charging cord and good value,看起来质量不错，充电线很长，性价比很高。,5,B09KR8P3L5,2025-11-10 00:00:00,positive,"[{""key"": ""build_quality"", ""polarity"": ""positive"", ""evidence_span"": ""good quality"", ""evidence_level"": ""certain""}, {""key"": ""portability"", ""polarity"": ""positive"", ""evidence_span"": ""nice long charging cord"", ""evidence_level"": ""certain""}, {""key"": ""value_for_money"", ""polarity"": ""positive"", ""evidence_span"": ""good value"", ""evidence_level"": ""certain""}]","[{""key"": ""build_quality"", ""polarity"": ""positive"", ""evidence_span"": ""good quality"", ""evidence_level"": ""certain"", ""label_zh"": ""做工"", ""evidence_span_zh"": ""good quality"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}, {""key"": ""portability"", ""polarity"": ""positive"", ""evidence_span"": ""nice long charging cord"", ""evidence_level"": ""certain"", ""label_zh"": ""便携性"", ""evidence_span_zh"": ""nice long charging cord"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}, {""key"": ""value_for_money"", ""polarity"": ""positive"", ""evidence_span"": ""good value"", ""evidence_level"": ""certain"", ""label_zh"": ""性价比"", ""evidence_span_zh"": ""good value"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}]",[],"[""good quality"", ""long charging cord"", ""good value""]",certain,reviewed,"AI Aspects: 修正 {key: ""charging_speed""} → {key: ""portability"", polarity: ""positive"", evidence_span: ""nice long charging cord"", evidence_level: ""certain""}; 证据是线长，不是充电速度。"
"My iPhone accepted the charger for a couple weeks and now gives an error message ""this accessory uses too much power"" I knew I should have bought from the Apple Store. Don't buy this unless you want to be disappointed",我的iPhone用了这个充电器几周后，现在显示错误信息“此配件耗电过大”。早知道就该在苹果商店买。除非你想失望，否则别买这个。,1,B09KR8P3L5,2025-01-13 08:00:00,negative,"[{""key"": ""compatibility"", ""polarity"": ""negative"", ""evidence_span"": ""My iPhone accepted the charger for a couple weeks and now gives an error message"", ""evidence_level"": ""certain""}, {""key"": ""build_quality"", ""polarity"": ""negative"", ""evidence_span"": ""this accessory uses too much power"", ""evidence_level"": ""certain""}, {""key"": ""durability"", ""polarity"": ""negative"", ""evidence_span"": ""accepted the charger for a couple weeks and now gives an error message"", ""evidence_level"": ""certain""}]","[{""key"": ""compatibility"", ""polarity"": ""negative"", ""evidence_span"": ""My iPhone accepted the charger for a couple weeks and now gives an error message"", ""evidence_level"": ""certain"", ""label_zh"": ""兼容性"", ""evidence_span_zh"": ""My iPhone accepted the charger for a couple weeks and now gives an error message"", ""polarity_zh"": ""负面"", ""evidence_level_zh"": ""确定""}, {""key"": ""build_quality"", ""polarity"": ""negative"", ""evidence_span"": ""this accessory uses too much power"", ""evidence_level"": ""certain"", ""label_zh"": ""做工"", ""evidence_span_zh"": ""this accessory uses too much power"", ""polarity_zh"": ""负面"", ""evidence_level_zh"": ""确定""}, {""key"": ""durability"", ""polarity"": ""negative"", ""evidence_span"": ""accepted the charger for a couple weeks and now gives an error message"", ""evidence_level"": ""certain"", ""label_zh"": ""耐用性"", ""evidence_span_zh"": ""accepted the charger for a couple weeks and now gives an error message"", ""polarity_zh"": ""负面"", ""evidence_level_zh"": ""确定""}]","[""Charger stops working after short time"", ""Incompatibility with iPhone""]",[],certain,reviewed,"AI Aspects: 可补 {key: ""durability"", polarity: ""negative"", evidence_span: ""accepted the charger for a couple weeks and now gives an error message"", evidence_level: ""certain""}; 用几周后报错属于寿命/稳定性问题。"
a good quality,优质,4,B09KR8P3L5,2025-08-03 08:00:00,positive,"[{""key"": ""build_quality"", ""polarity"": ""positive"", ""evidence_span"": ""a good quality"", ""evidence_level"": ""certain""}]","[{""key"": ""build_quality"", ""polarity"": ""positive"", ""evidence_span"": ""a good quality"", ""evidence_level"": ""certain"", ""label_zh"": ""做工"", ""evidence_span_zh"": ""优质"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}]",[],"[""good build quality""]",certain,ai_pending_review,
Stopped working within one month.,一个月内就停止工作了。,1,B0CQC97GKT,2025-07-13 08:00:00,negative,"[{""key"": ""durability"", ""polarity"": ""negative"", ""evidence_span"": ""Stopped working within one month"", ""evidence_level"": ""certain""}]","[{""key"": ""durability"", ""polarity"": ""negative"", ""evidence_span"": ""Stopped working within one month"", ""evidence_level"": ""certain"", ""label_zh"": ""耐用性"", ""evidence_span_zh"": ""一个月内停止工作"", ""polarity_zh"": ""负面"", ""evidence_level_zh"": ""确定""}]","[""Stopped working within one month""]",[],certain,ai_pending_review,
"Cord is good quality, color to match , fast charge.",线材质量好，颜色搭配，充电快。,4,B0CQQXLKQQ,2024-11-11 00:00:00,positive,"[{""key"": ""build_quality"", ""polarity"": ""positive"", ""evidence_span"": ""Cord is good quality"", ""evidence_level"": ""certain""}, {""key"": ""charging_speed"", ""polarity"": ""positive"", ""evidence_span"": ""fast charge"", ""evidence_level"": ""certain""}, {""key"": ""aesthetics"", ""polarity"": ""positive"", ""evidence_span"": ""color to match"", ""evidence_level"": ""certain""}]","[{""key"": ""build_quality"", ""polarity"": ""positive"", ""evidence_span"": ""Cord is good quality"", ""evidence_level"": ""certain"", ""label_zh"": ""做工"", ""evidence_span_zh"": ""绳索质量很好。"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}, {""key"": ""charging_speed"", ""polarity"": ""positive"", ""evidence_span"": ""fast charge"", ""evidence_level"": ""certain"", ""label_zh"": ""充电速度"", ""evidence_span_zh"": ""快速充电"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}, {""key"": ""aesthetics"", ""polarity"": ""positive"", ""evidence_span"": ""color to match"", ""evidence_level"": ""certain"", ""label_zh"": ""外观设计"", ""evidence_span_zh"": ""颜色匹配"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}]",[],"[""good quality cord"", ""fast charging"", ""matching color""]",certain,ai_pending_review,
"Was very easy to use and plug into the wall like normal. Connected instantly to my phone like a normal charger. Very strong cord, good value for your buck! Get 2 for the price of 1 authentic charger.",使用非常方便，像普通充电器一样直接插在墙上。瞬间就能像普通充电器一样连接手机。线缆非常结实，物超所值！花一个原装充电器的钱就能买到两个。,5,B09KR8P3L5,2024-07-12 08:00:00,positive,"[{""key"": ""ease_of_use"", ""polarity"": ""positive"", ""evidence_span"": ""Was very easy to use and plug into the wall like normal"", ""evidence_level"": ""certain""}, {""key"": ""connectivity"", ""polarity"": ""positive"", ""evidence_span"": ""Connected instantly to my phone like a normal charger"", ""evidence_level"": ""certain""}, {""key"": ""build_quality"", ""polarity"": ""positive"", ""evidence_span"": ""Very strong cord"", ""evidence_level"": ""certain""}, {""key"": ""value_for_money"", ""polarity"": ""positive"", ""evidence_span"": ""good value for your buck! Get 2 for the price of 1 authentic charger"", ""evidence_level"": ""certain""}]","[{""key"": ""ease_of_use"", ""polarity"": ""positive"", ""evidence_span"": ""Was very easy to use and plug into the wall like normal"", ""evidence_level"": ""certain"", ""label_zh"": ""易用性"", ""evidence_span_zh"": ""非常易于使用，像普通设备一样直接插入墙壁即可。"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}, {""key"": ""connectivity"", ""polarity"": ""positive"", ""evidence_span"": ""Connected instantly to my phone like a normal charger"", ""evidence_level"": ""certain"", ""label_zh"": ""连接稳定性"", ""evidence_span_zh"": ""像普通充电器一样，瞬间连接到了我的手机。"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}, {""key"": ""build_quality"", ""polarity"": ""positive"", ""evidence_span"": ""Very strong cord"", ""evidence_level"": ""certain"", ""label_zh"": ""做工"", ""evidence_span_zh"": ""非常结实的绳子"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}, {""key"": ""value_for_money"", ""polarity"": ""positive"", ""evidence_span"": ""good value for your buck! Get 2 for the price of 1 authentic charger"", ""evidence_level"": ""certain"", ""label_zh"": ""性价比"", ""evidence_span_zh"": ""物超所值！买一送一，正品充电器带回家。"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}]",[],"[""easy to use"", ""instant connection"", ""strong cord"", ""great value""]",certain,ai_pending_review,
This one works great. I upgraded a phone and wanted another charger because I didn’t know that apple phones had switched. These work great. They aren’t super fast chargers but they get the job done,这个很好用。我升级了手机，想再买一个充电器，因为不知道苹果手机已经换了接口。这些充电器效果不错，虽然不是超级快充，但完全够用。,5,B0CQXDFHL3,2025-04-06 08:00:00,positive,"[{""key"": ""charging_speed"", ""polarity"": ""neutral"", ""evidence_span"": ""aren’t super fast chargers but they get the job done"", ""evidence_level"": ""certain""}, {""key"": ""compatibility"", ""polarity"": ""positive"", ""evidence_span"": ""I upgraded a phone and wanted another charger because I didn’t know that apple phones had switched"", ""evidence_level"": ""certain""}]","[{""key"": ""charging_speed"", ""polarity"": ""neutral"", ""evidence_span"": ""aren’t super fast chargers but they get the job done"", ""evidence_level"": ""certain"", ""label_zh"": ""充电速度"", ""evidence_span_zh"": ""虽然不是超级快充，但也能满足需求。"", ""polarity_zh"": ""中性"", ""evidence_level_zh"": ""确定""}, {""key"": ""compatibility"", ""polarity"": ""positive"", ""evidence_span"": ""I upgraded a phone and wanted another charger because I didn’t know that apple phones had switched"", ""evidence_level"": ""certain"", ""label_zh"": ""兼容性"", ""evidence_span_zh"": ""我升级了一部手机，想再买一个充电器，因为我不知道苹果手机已经换了接口。"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}]",[],"[""works great"", ""gets the job done""]",certain,ai_pending_review,
Started out perfect but stopped working after 5 months,起初完美，但5个月后停止工作。,3,B0CQQXLKQQ,2025-11-23 00:00:00,negative,"[{""key"": ""durability"", ""polarity"": ""negative"", ""evidence_span"": ""stopped working after 5 months"", ""evidence_level"": ""certain""}]","[{""key"": ""durability"", ""polarity"": ""negative"", ""evidence_span"": ""stopped working after 5 months"", ""evidence_level"": ""certain"", ""label_zh"": ""耐用性"", ""evidence_span_zh"": ""使用5个月后停止工作"", ""polarity_zh"": ""负面"", ""evidence_level_zh"": ""确定""}]","[""Stopped working after 5 months""]",[],certain,ai_pending_review,
The charger was just plugged into the wall and not plugged into the phone (thankfully) when I noticed a smell. Come to find out the charger had melted the plastic of the cord and burned some of the carpet below it.,充电器刚插到墙上，还没连上手机（幸好），我就闻到了一股味道。结果发现充电器把电线的塑料融化了，还烧焦了下面的一部分地毯。,1,B0CQQXLKQQ,2025-02-07 00:00:00,negative,"[{""key"": ""build_quality"", ""polarity"": ""negative"", ""evidence_span"": ""charger had melted the plastic of the cord and burned some of the carpet"", ""evidence_level"": ""certain"", ""label_zh"": ""做工"", ""polarity_zh"": ""负面"", ""evidence_level_zh"": ""确定"", ""evidence_span_zh"": ""充电器融化了电线的塑料，还烧焦了一部分地毯。""}]","[{""key"": ""build_quality"", ""polarity"": ""negative"", ""evidence_span"": ""charger had melted the plastic of the cord and burned some of the carpet"", ""evidence_level"": ""certain"", ""label_zh"": ""做工"", ""evidence_span_zh"": ""charger had melted the plastic of the cord and burned some of the carpet"", ""polarity_zh"": ""负面"", ""evidence_level_zh"": ""确定""}]","[""charger melted plastic and burned carpet""]",[],certain,reviewed,"AI Aspects: 可删 {key: ""durability""}; 充电器熔化塑料并烧焦地毯属于做工/安全缺陷，当前 {key: ""build_quality""} 已覆盖，非耐用性。"
Charges fast and the long charger is perfect for my side of the bed!,充电快，长充电线正好适合我床边用！,5,B0B283QP2N,2025-03-18 08:00:00,positive,"[{""key"": ""charging_speed"", ""polarity"": ""positive"", ""evidence_span"": ""Charges fast"", ""evidence_level"": ""certain""}, {""key"": ""portability"", ""polarity"": ""positive"", ""evidence_span"": ""long charger is perfect for my side of the bed"", ""evidence_level"": ""certain""}]","[{""key"": ""charging_speed"", ""polarity"": ""positive"", ""evidence_span"": ""Charges fast"", ""evidence_level"": ""certain"", ""label_zh"": ""充电速度"", ""evidence_span_zh"": ""Charges fast"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}, {""key"": ""portability"", ""polarity"": ""positive"", ""evidence_span"": ""long charger is perfect for my side of the bed"", ""evidence_level"": ""certain"", ""label_zh"": ""便携性"", ""evidence_span_zh"": ""long charger is perfect for my side of the bed"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}]",[],"[""fast charging"", ""long charger length""]",certain,reviewed,"AI Aspects: 修正 {key: ""ease_of_use""} → {key: ""portability"", polarity: ""positive"", evidence_span: ""long charger is perfect for my side of the bed"", evidence_level: ""certain""}; 这里是线长/使用距离优势。"
"I’m really disappointed. My charger stopped working, so I quickly ordered a new one here. I have an Android SE, and I suspected the end piece might not fit, but it literally says it’s compatible with the iPhone SE. I even paid for faster shipping to get it today, and now it doesn’t even work. Very frustrating.",我非常失望。我的充电器坏了，所以赶紧在这里订了一个新的。我用的是安卓SE，虽然我怀疑接口可能不匹配，但商品上明确写着兼容iPhone SE。我甚至多付了运费希望今天能到货，结果现在根本用不了。太让人恼火了。,1,B0CQQXLKQQ,2025-10-19 00:00:00,negative,"[{""key"": ""compatibility"", ""polarity"": ""negative"", ""evidence_span"": ""it literally says it’s compatible with the iPhone SE"", ""evidence_level"": ""certain""}, {""key"": ""build_quality"", ""polarity"": ""negative"", ""evidence_span"": ""now it doesn’t even work"", ""evidence_level"": ""certain""}, {""key"": ""value_for_money"", ""polarity"": ""negative"", ""evidence_span"": ""paid for faster shipping...now it doesn’t even work"", ""evidence_level"": ""certain""}]","[{""key"": ""compatibility"", ""polarity"": ""negative"", ""evidence_span"": ""it literally says it’s compatible with the iPhone SE"", ""evidence_level"": ""certain"", ""label_zh"": ""兼容性"", ""evidence_span_zh"": ""it literally says it’s compatible with the iPhone SE"", ""polarity_zh"": ""负面"", ""evidence_level_zh"": ""确定""}, {""key"": ""build_quality"", ""polarity"": ""negative"", ""evidence_span"": ""now it doesn’t even work"", ""evidence_level"": ""certain"", ""label_zh"": ""做工"", ""evidence_span_zh"": ""now it doesn’t even work"", ""polarity_zh"": ""负面"", ""evidence_level_zh"": ""确定""}, {""key"": ""value_for_money"", ""polarity"": ""negative"", ""evidence_span"": ""paid for faster shipping...now it doesn’t even work"", ""evidence_level"": ""certain"", ""label_zh"": ""性价比"", ""evidence_span_zh"": ""paid for faster shipping...now it doesn’t even work"", ""polarity_zh"": ""负面"", ""evidence_level_zh"": ""确定""}]","[""Charger stopped working"", ""Incompatible with device"", ""Wasted money on fast shipping""]",[],certain,reviewed,"AI Aspects: 可删 {key: ""charging_speed""}，证据 ""My charger stopped working"" 指旧充电器/非本次商品，且不是速度问题；可删 {key: ""customer_service""}，评论没有客服经历。可补 {key: ""build_quality"", polarity: ""negative"", evidence_span: ""now it doesn’t even work"", evidence_level: ""certain""}; 可补 {key: ""value_for_money"", polarity: ""negative"", evidence_span: ""paid for faster shipping...now it doesn’t even work"", evidence_level: ""certain""}。"
Charges super fast and love the length of the charger. Very good quality.,充电速度超快，很喜欢充电线的长度。质量非常好。,5,B0B283QP2N,2024-12-05 08:00:00,positive,"[{""key"": ""charging_speed"", ""polarity"": ""positive"", ""evidence_span"": ""Charges super fast"", ""evidence_level"": ""certain""}, {""key"": ""build_quality"", ""polarity"": ""positive"", ""evidence_span"": ""Very good quality"", ""evidence_level"": ""certain""}, {""key"": ""portability"", ""polarity"": ""positive"", ""evidence_span"": ""love the length of the charger"", ""evidence_level"": ""certain""}]","[{""key"": ""charging_speed"", ""polarity"": ""positive"", ""evidence_span"": ""Charges super fast"", ""evidence_level"": ""certain"", ""label_zh"": ""充电速度"", ""evidence_span_zh"": ""Charges super fast"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}, {""key"": ""build_quality"", ""polarity"": ""positive"", ""evidence_span"": ""Very good quality"", ""evidence_level"": ""certain"", ""label_zh"": ""做工"", ""evidence_span_zh"": ""Very good quality"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}, {""key"": ""portability"", ""polarity"": ""positive"", ""evidence_span"": ""love the length of the charger"", ""evidence_level"": ""certain"", ""label_zh"": ""便携性"", ""evidence_span_zh"": ""love the length of the charger"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}]",[],"[""fast charging"", ""good build quality"", ""long charger length""]",certain,reviewed,"AI Aspects: 可补 {key: ""portability"", polarity: ""positive"", evidence_span: ""love the length of the charger"", evidence_level: ""certain""}; 线长是明确正面点。"
"I am not going to go into a lot of detail here because I am anything but an expert when it comes to phone chargers. What I can tell you is, they arrived quickly and they charged my phone very fast. My last charger was really old and the cord with it had become quite frayed and it was slow. These are a dream in comparison to what I had . I appreciate the very long cords as well. At home I don’t really need anything quite so long. I have a reclining chair in my bedroom where I watch TV and I always plug my charger in next to it but when you visit other people or places, you don’t have the same set up so for those instances, I’m glad to have the longer cords. I would recommend them.",我不打算在此赘述太多细节，因为我对手机充电器绝非专家。但可以告诉你的是，它们到货迅速，充电速度也很快。我之前的充电器非常老旧，线缆磨损严重且充电缓慢。相比之下，这款充电器简直像做梦一样好用。超长的线缆也让我很满意。在家时，我其实不需要这么长的线——卧室里有把躺椅，我常在那儿看电视，充电器就插在椅子旁边。但去别人家或不同场所时，布局就不一样了，这种时候长线缆就派上了用场。我会推荐这款产品。,5,B0B283QP2N,2025-05-19 08:00:00,positive,"[{""key"": ""charging_speed"", ""polarity"": ""positive"", ""evidence_span"": ""charged my phone very fast"", ""evidence_level"": ""certain""}, {""key"": ""portability"", ""polarity"": ""positive"", ""evidence_span"": ""I appreciate the very long cords as well"", ""evidence_level"": ""certain""}, {""key"": ""shipping_damage"", ""polarity"": ""positive"", ""evidence_span"": ""they arrived quickly"", ""evidence_level"": ""certain""}]","[{""key"": ""charging_speed"", ""polarity"": ""positive"", ""evidence_span"": ""charged my phone very fast"", ""evidence_level"": ""certain"", ""label_zh"": ""充电速度"", ""evidence_span_zh"": ""charged my phone very fast"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}, {""key"": ""portability"", ""polarity"": ""positive"", ""evidence_span"": ""I appreciate the very long cords as well"", ""evidence_level"": ""certain"", ""label_zh"": ""便携性"", ""evidence_span_zh"": ""I appreciate the very long cords as well"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}, {""key"": ""shipping_damage"", ""polarity"": ""positive"", ""evidence_span"": ""they arrived quickly"", ""evidence_level"": ""certain"", ""label_zh"": ""运输损坏"", ""evidence_span_zh"": ""they arrived quickly"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}]",[],"[""fast charging"", ""long cords"", ""quick delivery""]",certain,reviewed,"AI Aspects: 可删 {key: ""durability""}; ""My last charger...frayed"" 是旧充电器的问题，不能作为新产品耐用性正面证据。"
The charger seems to work well. The cord doesn’t connect real well to the phone all of the time.,充电器似乎工作正常，但数据线有时与手机连接不太牢固。,4,B0B283QP2N,2024-12-29 08:00:00,neutral,"[{""key"": ""charging_speed"", ""polarity"": ""positive"", ""evidence_span"": ""The charger seems to work well"", ""evidence_level"": ""certain""}, {""key"": ""connectivity"", ""polarity"": ""negative"", ""evidence_span"": ""The cord doesn’t connect real well to the phone all of the time"", ""evidence_level"": ""certain""}]","[{""key"": ""charging_speed"", ""polarity"": ""positive"", ""evidence_span"": ""The charger seems to work well"", ""evidence_level"": ""certain"", ""label_zh"": ""充电速度"", ""evidence_span_zh"": ""充电器似乎工作正常。"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}, {""key"": ""connectivity"", ""polarity"": ""negative"", ""evidence_span"": ""The cord doesn’t connect real well to the phone all of the time"", ""evidence_level"": ""certain"", ""label_zh"": ""连接稳定性"", ""evidence_span_zh"": ""这根线有时与手机连接不太好。"", ""polarity_zh"": ""负面"", ""evidence_level_zh"": ""确定""}]","[""cord connection issues""]","[""charger works well""]",certain,ai_pending_review,
"Worked great for a while , then eventually the end that were plugged into the box got this burnt looking color and barely works now , only had for maybe 4 or so months",一开始用着挺好，后来插在盒子上的那头出现了烧焦的颜色，现在几乎没法用了，才用了大概四个月左右。,3,B0CQQXLKQQ,2025-12-09 00:00:00,negative,"[{""key"": ""durability"", ""polarity"": ""negative"", ""evidence_span"": ""eventually the end that were plugged into the box got this burnt looking color and barely works now"", ""evidence_level"": ""certain""}, {""key"": ""build_quality"", ""polarity"": ""negative"", ""evidence_span"": ""got this burnt looking color"", ""evidence_level"": ""certain""}]","[{""key"": ""durability"", ""polarity"": ""negative"", ""evidence_span"": ""eventually the end that were plugged into the box got this burnt looking color and barely works now"", ""evidence_level"": ""certain"", ""label_zh"": ""耐用性"", ""evidence_span_zh"": ""最终，插在盒子上的那个接头变成了烧焦的颜色，现在几乎无法使用了。"", ""polarity_zh"": ""负面"", ""evidence_level_zh"": ""确定""}, {""key"": ""build_quality"", ""polarity"": ""negative"", ""evidence_span"": ""got this burnt looking color"", ""evidence_level"": ""certain"", ""label_zh"": ""做工"", ""evidence_span_zh"": ""得到了这种烧焦般的颜色。"", ""polarity_zh"": ""负面"", ""evidence_level_zh"": ""确定""}]","[""burnt connector after few months"", ""product stopped working""]","[""initially worked great""]",certain,ai_pending_review,
Love the color,喜欢这个颜色。,5,B0CQC97GKT,2024-06-30 00:00:00,positive,"[{""key"": ""aesthetics"", ""polarity"": ""positive"", ""evidence_span"": ""Love the color"", ""evidence_level"": ""certain""}]","[{""key"": ""aesthetics"", ""polarity"": ""positive"", ""evidence_span"": ""Love the color"", ""evidence_level"": ""certain"", ""label_zh"": ""外观设计"", ""evidence_span_zh"": ""喜欢这个颜色。"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}]",[],"[""nice color""]",certain,ai_pending_review,
Fast charging and durable. I was debating if I wanted to get this chargers because it has a really good price for two. But i am so glad I got them. They charge my phone fast and the cord is long. I definitely recommend this chargers. I will be buying again.,快速充电且耐用。我原本还在犹豫要不要买这款充电器，因为两个装的价格实在太划算了。但入手后我非常庆幸。它们给手机充电很快，而且线缆够长。我强烈推荐这款充电器，以后还会回购。,5,B0CQQW59NF,2025-06-07 08:00:00,positive,"[{""key"": ""charging_speed"", ""polarity"": ""positive"", ""evidence_span"": ""charge my phone fast"", ""evidence_level"": ""certain""}, {""key"": ""durability"", ""polarity"": ""positive"", ""evidence_span"": ""durable"", ""evidence_level"": ""certain""}, {""key"": ""value_for_money"", ""polarity"": ""positive"", ""evidence_span"": ""really good price for two"", ""evidence_level"": ""certain""}, {""key"": ""portability"", ""polarity"": ""positive"", ""evidence_span"": ""the cord is long"", ""evidence_level"": ""certain""}]","[{""key"": ""charging_speed"", ""polarity"": ""positive"", ""evidence_span"": ""charge my phone fast"", ""evidence_level"": ""certain"", ""label_zh"": ""充电速度"", ""evidence_span_zh"": ""charge my phone fast"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}, {""key"": ""durability"", ""polarity"": ""positive"", ""evidence_span"": ""durable"", ""evidence_level"": ""certain"", ""label_zh"": ""耐用性"", ""evidence_span_zh"": ""durable"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}, {""key"": ""value_for_money"", ""polarity"": ""positive"", ""evidence_span"": ""really good price for two"", ""evidence_level"": ""certain"", ""label_zh"": ""性价比"", ""evidence_span_zh"": ""really good price for two"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}, {""key"": ""portability"", ""polarity"": ""positive"", ""evidence_span"": ""the cord is long"", ""evidence_level"": ""certain"", ""label_zh"": ""便携性"", ""evidence_span_zh"": ""the cord is long"", ""polarity_zh"": ""正面"", ""evidence_level_zh"": ""确定""}]",[],"[""fast charging"", ""durable"", ""good value for money""]",certain,reviewed,"AI Aspects: 可补 {key: ""portability"", polarity: ""positive"", evidence_span: ""the cord is long"", evidence_level: ""certain""}; 长线缆是明确正面点。"
I only got 1 cable but 2 blocks,我只有1根线，但有2个块。,3,B09KR8P3L5,2024-08-04 00:00:00,neutral,"[{""key"": ""packaging"", ""polarity"": ""negative"", ""evidence_span"": ""only got 1 cable but 2 blocks"", ""evidence_level"": ""certain""}]","[{""key"": ""packaging"", ""polarity"": ""negative"", ""evidence_span"": ""only got 1 cable but 2 blocks"", ""evidence_level"": ""certain"", ""label_zh"": ""包装"", ""evidence_span_zh"": ""只有1根线缆，但有2个滑轮组。"", ""polarity_zh"": ""负面"", ""evidence_level_zh"": ""确定""}]","[""Missing cable in package""]",[],certain,ai_pending_review,
Excellent,优秀,5,B0B283QP2N,2025-07-31 08:00:00,positive,[],[],[],"[""Excellent product""]",certain,ai_pending_review,
