content,content_zh,rating,product_id,date,ai_sentiment,ai_aspects_json,ai_aspects_json_zh,ai_pain_points,ai_highlights,ai_evidence_level,annotation_status,reviewer_notes,
Bought boots for a trout fishing trip.  First day put them on walked into the stream and ended up with a wet right foot.  Leaked right at the boot seam.  Total garbage,为钓鳟鱼旅行买了靴子。第一天穿上走进溪流，结果右脚湿了。在靴子接缝处漏水。完全是垃圾。,1,Wader,2025/5/3,negative,"[{""key"": ""waterproof"", ""polarity"": ""negative"", ""evidence_span"": ""ended up with a wet right foot. Leaked right at the boot seam."", ""evidence_level"": ""certain""}, {""key"": ""build_quality"", ""polarity"": ""negative"", ""evidence_span"": ""Leaked right at the boot seam. Total garbage"", ""evidence_level"": ""certain""}]","[{""key"": ""防水性"", ""polarity"": ""负面"", ""evidence_span"": ""结果右脚湿了。正好在靴子接缝处漏水。"", ""evidence_level"": ""确定""}, {""key"": ""做工"", ""polarity"": ""负面"", ""evidence_span"": ""正好在靴子接缝处漏水。完全是垃圾。"", ""evidence_level"": ""确定""}]","[""Boot leaked at seam on first use"", ""Wet foot while wading in stream""]",[],certain,ai_pending_review,,
Waders leaked from the crotch area upon first use. Was soaked after a short time.,涉水裤第一次使用就从裆部漏水。很快就湿透了。,1,Wader,2024/11/27,negative,"[{""key"": ""waterproof"", ""polarity"": ""negative"", ""evidence_span"": ""Waders leaked from the crotch area upon first use"", ""evidence_level"": ""certain""}, {""key"": ""build_quality"", ""polarity"": ""negative"", ""evidence_span"": ""leaked from the crotch area upon first use"", ""evidence_level"": ""certain""}]","[{""key"": ""防水性"", ""polarity"": ""负面"", ""evidence_span"": ""防水裤第一次使用就从裆部漏水"", ""evidence_level"": ""确定""}, {""key"": ""做工"", ""polarity"": ""负面"", ""evidence_span"": ""第一次使用就从裆部漏水"", ""evidence_level"": ""确定""}]","[""Leaked from crotch on first use"", ""Got soaked quickly""]",[],certain,ai_pending_review,,
"Item leaked first time I wore it, filled up whole leg. This was after the 30 day return policy on Amazon, so was directed to the seller. Seller wanted pictures of the leak and/or proof that it was leaking by putting a dry cloth and do some testing. This makes no sense. I'm willing to return item for them to do their own investigating. We'll see how this plays out, but that's my review so far. Be aware.",第一次穿就漏水，整条腿都灌满了水。这已经过了亚马逊30天退货期，所以被引导到卖家那里。卖家要求提供漏水照片和/或通过放干布进行测试来证明漏水。这毫无意义。我愿意退货让他们自己调查。我们看看结果如何，但这是我目前的评价。请注意。,1,Wader,2025/6/5,negative,"[{""key"": ""waterproof"", ""polarity"": ""negative"", ""evidence_span"": ""Item leaked first time I wore it, filled up whole leg."", ""evidence_level"": ""certain""}, {""key"": ""customer_service"", ""polarity"": ""negative"", ""evidence_span"": ""Seller wanted pictures of the leak and/or proof that it was leaking"", ""evidence_level"": ""certain""}]","[{""key"": ""防水性"", ""polarity"": ""负面"", ""evidence_span"": ""第一次穿就漏水，整条腿都灌满了水。"", ""evidence_level"": ""确定""}, {""key"": ""客服"", ""polarity"": ""负面"", ""evidence_span"": ""卖家要求提供漏水的照片和/或漏水证明。"", ""evidence_level"": ""确定""}]","[""Leaked on first use"", ""Poor customer service response""]",[],certain,ai_pending_review,,
Good enough fishing waders for the price.GOOD:-Keep me dryish for the most part.-Quick and easy to put on/take off.-Better soles/grip on the boots than I was expecting.-I wear size 14 shoes and these are appropriately sized with a little extra room for thick socks.NOT GOOD:-Wader material not super durable: Made it about a month before I snagged em on some thorns walking through the woods and now have a small leak somewhere between knee and hip on one side but it’s not bad enough to matter in the summer.-The seam where the boots attach to the waders is rough on the inside. Non-issue if youre wearing pants but when wearing shorts it rubbed my shins raw. Got some leggings to wear under my shorts in the summer and it’s fine.-Boot toe has no padding and toe box collapses in water. Gonna hurt if you kick a rock or catch a tree root. If you’re not standing on flat ground your toes are going to jam into the end of the boots which is uncomfortable.,这个价位的钓鱼涉水裤够用了。优点：-大部分时间能保持干爽。-穿脱快速方便。-靴底/抓地力比预期的好。-我穿14码鞋，这些尺码合适，还有一点空间穿厚袜子。缺点：-涉水裤材料不太耐用：大约一个月后，在树林里被荆棘钩住，现在一侧膝盖到臀部之间有个小漏水点，但夏天不太严重。-靴子与涉水裤连接处的接缝内侧粗糙。穿裤子没问题，但穿短裤时会磨到小腿。夏天在短裤下穿紧身裤就好了。-靴头没有衬垫，在水中靴头会塌陷。踢到石头或树根会很疼。如果不是站在平地上，脚趾会顶到靴子末端，很不舒服。,3,Wader,2025/7/21,neutral,"[{""key"": ""waterproof"", ""polarity"": ""positive"", ""evidence_span"": ""Keep me dryish for the most part"", ""evidence_level"": ""probable""}, {""key"": ""durability"", ""polarity"": ""negative"", ""evidence_span"": ""Made it about a month before I snagged em on some thorns"", ""evidence_level"": ""certain""}, {""key"": ""grip"", ""polarity"": ""positive"", ""evidence_span"": ""Better soles/grip on the boots than I was expecting"", ""evidence_level"": ""certain""}, {""key"": ""size_fit"", ""polarity"": ""positive"", ""evidence_span"": ""appropriately sized with a little extra room for thick socks"", ""evidence_level"": ""certain""}, {""key"": ""comfort"", ""polarity"": ""negative"", ""evidence_span"": ""rubbed my shins raw"", ""evidence_level"": ""certain""}, {""key"": ""ease_of_use"", ""polarity"": ""positive"", ""evidence_span"": ""Quick and easy to put on/take off"", ""evidence_level"": ""certain""}, {""key"": ""value_for_money"", ""polarity"": ""positive"", ""evidence_span"": ""Good enough fishing waders for the price"", ""evidence_level"": ""certain""}]","[{""key"": ""防水性"", ""polarity"": ""正面"", ""evidence_span"": ""Keep me dryish for the most part"", ""evidence_level"": ""推测""}, {""key"": ""耐用性"", ""polarity"": ""负面"", ""evidence_span"": ""Made it about a month before I snagged em on some thorns"", ""evidence_level"": ""确定""}, {""key"": ""防滑性"", ""polarity"": ""正面"", ""evidence_span"": ""Better soles/grip on the boots than I was expecting"", ""evidence_level"": ""确定""}, {""key"": ""尺寸合脚性"", ""polarity"": ""正面"", ""evidence_span"": ""appropriately sized with a little extra room for thick socks"", ""evidence_level"": ""确定""}, {""key"": ""穿着舒适度"", ""polarity"": ""负面"", ""evidence_span"": ""rubbed my shins raw"", ""evidence_level"": ""确定""}, {""key"": ""易用性"", ""polarity"": ""正面"", ""evidence_span"": ""Quick and easy to put on/take off"", ""evidence_level"": ""确定""}, {""key"": ""性价比"", ""polarity"": ""正面"", ""evidence_span"": ""Good enough fishing waders for the price"", ""evidence_level"": ""确定""}]","[""Material not durable, snags easily"", ""Seam rubs shins raw when wearing shorts"", ""Boot toe lacks padding, collapses in water""]","[""Good value for the price"", ""Easy to put on and take off"", ""Better grip than expected""]",certain,reviewed,"AI Aspects: 可补 {key: ""ease_of_use"", polarity: ""positive"", evidence_span: ""Quick and easy to put on/take off"", evidence_level: ""certain""} 和 {key: ""value_for_money"", polarity: ""positive"", evidence_span: ""Good enough fishing waders for the price"", evidence_level: ""certain""}。",
"I've now (10-1) used them quite a bit & upped to 5 stars. I originally went with 4 stars only because I have not used them fishing ... YET! I did try them on for size, tho'.THE FIT ... I am a senior male, about 190ish and 5' 8"" tall. My typical shoe size is a men's 9 but can sometimes be a 9-1/2 (US). Starting with a typical dress sock, the boots are roomy, but not too roomy. Their is certainly enough room for a warmer/winter type of sock. The inseam, or fit at the crotch, is just right and certainly NOT TOO long or nor too baggy ... pretty much GOLDILOCKS in that regard. Should the  boots prove adequate grip/slip wise for S/W shore fishing I'll upgrade stars to a 5. The feel and finish, certainly for the price is ... EXCELLENT, and YES ... they are light weight. Lastly,  The BROWN is appropriately subtle, not gaudy at all. Would buy again.",我现在（10月1日）用了很多次，升级到5星。最初只给4星，因为还没用它们钓鱼……还没！但我试穿了尺码。合身度：我是一名老年男性，体重约190磅，身高5英尺8英寸。通常穿男式9码鞋，有时9.5码（美国码）。穿普通袜子时，靴子宽松但不过分。肯定有空间穿保暖/冬季袜子。内缝或裆部合身度恰到好处，既不太长也不太松……在这方面非常完美。如果靴子在西南海岸钓鱼时抓地力足够，我会升级到5星。就价格而言，手感和做工非常出色，而且很轻。最后，棕色很合适，不花哨。会再买。,5,Wader,2025/9/14,positive,"[{""key"": ""size_fit"", ""polarity"": ""positive"", ""evidence_span"": ""the boots are roomy, but not too roomy"", ""evidence_level"": ""certain""}, {""key"": ""build_quality"", ""polarity"": ""positive"", ""evidence_span"": ""The feel and finish ... is ... EXCELLENT"", ""evidence_level"": ""certain""}, {""key"": ""weight"", ""polarity"": ""positive"", ""evidence_span"": ""they are light weight"", ""evidence_level"": ""certain""}, {""key"": ""aesthetics"", ""polarity"": ""positive"", ""evidence_span"": ""The BROWN is appropriately subtle, not gaudy at all"", ""evidence_level"": ""certain""}, {""key"": ""value_for_money"", ""polarity"": ""positive"", ""evidence_span"": ""certainly for the price is ... EXCELLENT"", ""evidence_level"": ""certain""}]","[{""key"": ""尺寸合脚性"", ""polarity"": ""正面"", ""evidence_span"": ""the boots are roomy, but not too roomy"", ""evidence_level"": ""确定""}, {""key"": ""做工质量"", ""polarity"": ""正面"", ""evidence_span"": ""The feel and finish ... is ... EXCELLENT"", ""evidence_level"": ""确定""}, {""key"": ""重量"", ""polarity"": ""正面"", ""evidence_span"": ""they are light weight"", ""evidence_level"": ""确定""}, {""key"": ""外观设计"", ""polarity"": ""正面"", ""evidence_span"": ""The BROWN is appropriately subtle, not gaudy at all"", ""evidence_level"": ""确定""}, {""key"": ""性价比"", ""polarity"": ""正面"", ""evidence_span"": ""certainly for the price is ... EXCELLENT"", ""evidence_level"": ""确定""}]",[],"[""light weight"", ""excellent fit"", ""good value for money""]",certain,reviewed,"AI Aspects: 当前 {key: ""comfort""} 的证据 ""The feel and finish...EXCELLENT"" 更像 build_quality/material；建议改为 {key: ""build_quality"", polarity: ""positive"", evidence_span: ""The feel and finish...EXCELLENT"", evidence_level: ""certain""}。",
Bought these in May on sale... used them for the first time today and my feet are soaked. ZERO STARS!,五月打折时买的……今天第一次用，脚全湿了。零星！,1,Wader,2024/11/15,negative,"[{""key"": ""waterproof"", ""polarity"": ""negative"", ""evidence_span"": ""my feet are soaked"", ""evidence_level"": ""certain""}]","[{""key"": ""防水性"", ""polarity"": ""负面"", ""evidence_span"": ""我的脚湿透了"", ""evidence_level"": ""确定""}]","[""Feet soaked after first use""]",[],certain,ai_pending_review,,
"I am a rock hound, and anybody that knows anything about going out to the beaches knows that you get into the water. These are great.  I will say seal these a little bit more. There is some leaking around some of the seams on the foot not a whole lot so it’s tolerable, but these are comfortable and they adjust and they’re a good value for the money they’re not as quite lightweight as I would like them to be on me but they’re good for the money and I take them on all of my trips to the beach when I know I’m gonna be getting into the water.",我是个岩石爱好者，任何懂行的人都知道去海滩得下水。这双靴子很棒。不过我得说，密封性可以再好一点。脚部有些接缝处会渗水，但不算严重，还能接受。它们穿着舒适，可调节，性价比高。虽然对我来说不是特别轻便，但物有所值。每次去海滩知道要下水时，我都会带上它们。,4,Wader,2025/5/2,positive,"[{""key"": ""waterproof"", ""polarity"": ""negative"", ""evidence_span"": ""There is some leaking around some of the seams on the foot"", ""evidence_level"": ""certain""}, {""key"": ""comfort"", ""polarity"": ""positive"", ""evidence_span"": ""these are comfortable"", ""evidence_level"": ""certain""}, {""key"": ""value_for_money"", ""polarity"": ""positive"", ""evidence_span"": ""good value for the money"", ""evidence_level"": ""certain""}, {""key"": ""weight"", ""polarity"": ""negative"", ""evidence_span"": ""not as quite lightweight as I would like"", ""evidence_level"": ""certain""}, {""key"": ""ease_of_use"", ""polarity"": ""positive"", ""evidence_span"": ""they adjust"", ""evidence_level"": ""certain""}]","[{""key"": ""防水性"", ""polarity"": ""负面"", ""evidence_span"": ""There is some leaking around some of the seams on the foot"", ""evidence_level"": ""确定""}, {""key"": ""穿着舒适度"", ""polarity"": ""正面"", ""evidence_span"": ""these are comfortable"", ""evidence_level"": ""确定""}, {""key"": ""性价比"", ""polarity"": ""正面"", ""evidence_span"": ""good value for the money"", ""evidence_level"": ""确定""}, {""key"": ""重量"", ""polarity"": ""负面"", ""evidence_span"": ""not as quite lightweight as I would like"", ""evidence_level"": ""确定""}, {""key"": ""易用性"", ""polarity"": ""正面"", ""evidence_span"": ""they adjust"", ""evidence_level"": ""确定""}]","[""leaking around seams"", ""heavier than desired""]","[""comfortable"", ""good value for money"", ""great for beach trips""]",certain,reviewed,"AI Aspects: 可补 {key: ""ease_of_use"", polarity: ""positive"", evidence_span: ""they adjust"", evidence_level: ""certain""}; 轻微渗水但整体 4 星且评价为 great，AI Sentiment positive 可接受。",
Don’t buy. It’s leaking. I use it for 1st time and I lost the return window.,别买。漏水。我第一次用就漏水，而且已经过了退货期。,1,Wader,2024/9/14,negative,"[{""key"": ""waterproof"", ""polarity"": ""negative"", ""evidence_span"": ""It’s leaking"", ""evidence_level"": ""certain""}]","[{""key"": ""防水性"", ""polarity"": ""负面"", ""evidence_span"": ""它在漏水"", ""evidence_level"": ""确定""}]","[""Leaks on first use"", ""Missed return window""]",[],certain,ai_pending_review,,
"These waders are awesome.  I have spent hundreds of dollars on other neoprene waders that continue to leak and lead to a less than optimal fishing experience.  These waders are lightweight and keep you dry.  They also dry out super quick between wears.  So far, I have had them for a couple weeks and I am completely satisfied.  Will they eventually tear?  Maybe but the price won't have me trying to pstch them.  I'll just get another pair.  I am thinking they will be lasting longer than my expensive waders.",这款涉水裤太棒了。我花了几百美元买其他氯丁橡胶涉水裤，结果总是漏水，影响钓鱼体验。这款涉水裤轻便又防水，而且干得特别快。我已经用了几个星期，非常满意。它们最终会破吗？也许吧，但价格便宜，我不会去修补，直接再买一条。我觉得它们比那些昂贵的涉水裤更耐用。,5,Wader,2025/6/13,positive,"[{""key"": ""waterproof"", ""polarity"": ""positive"", ""evidence_span"": ""keep you dry"", ""evidence_level"": ""certain""}, {""key"": ""weight"", ""polarity"": ""positive"", ""evidence_span"": ""lightweight"", ""evidence_level"": ""certain""}, {""key"": ""durability"", ""polarity"": ""positive"", ""evidence_span"": ""lasting longer than my expensive waders"", ""evidence_level"": ""probable""}, {""key"": ""value_for_money"", ""polarity"": ""positive"", ""evidence_span"": ""the price won't have me trying to pstch them"", ""evidence_level"": ""certain""}, {""key"": ""ease_of_use"", ""polarity"": ""positive"", ""evidence_span"": ""dry out super quick between wears"", ""evidence_level"": ""certain""}]","[{""key"": ""防水性"", ""polarity"": ""正面"", ""evidence_span"": ""keep you dry"", ""evidence_level"": ""确定""}, {""key"": ""重量"", ""polarity"": ""正面"", ""evidence_span"": ""lightweight"", ""evidence_level"": ""确定""}, {""key"": ""耐用性"", ""polarity"": ""正面"", ""evidence_span"": ""lasting longer than my expensive waders"", ""evidence_level"": ""推测""}, {""key"": ""性价比"", ""polarity"": ""正面"", ""evidence_span"": ""the price won't have me trying to pstch them"", ""evidence_level"": ""确定""}, {""key"": ""易用性"", ""polarity"": ""正面"", ""evidence_span"": ""dry out super quick between wears"", ""evidence_level"": ""确定""}]",[],"[""lightweight"", ""keeps you dry"", ""quick drying""]",certain,reviewed,"AI Aspects: 可补 {key: ""ease_of_use"", polarity: ""positive"", evidence_span: ""dry out super quick between wears"", evidence_level: ""certain""}。",
The fit is perfect from the chart.I wore these surf fishing in Washington and spent several hours up to my hips in cold ocean water.  I was comfortable and dry the entire time.,尺码表很准，穿着正合适。我在华盛顿穿着它冲浪钓鱼，在冰冷的海水里泡了几个小时，水深及腰，全程舒适干爽。,5,Wader,2024/9/2,positive,"[{""key"": ""size_fit"", ""polarity"": ""positive"", ""evidence_span"": ""The fit is perfect from the chart"", ""evidence_level"": ""certain""}, {""key"": ""waterproof"", ""polarity"": ""positive"", ""evidence_span"": ""I was comfortable and dry the entire time"", ""evidence_level"": ""certain""}, {""key"": ""comfort"", ""polarity"": ""positive"", ""evidence_span"": ""I was comfortable and dry the entire time"", ""evidence_level"": ""certain""}]","[{""key"": ""尺寸合脚性"", ""polarity"": ""正面"", ""evidence_span"": ""根据尺码表，合身度完美"", ""evidence_level"": ""确定""}, {""key"": ""防水性"", ""polarity"": ""正面"", ""evidence_span"": ""我全程都感到舒适干爽"", ""evidence_level"": ""确定""}, {""key"": ""穿着舒适度"", ""polarity"": ""正面"", ""evidence_span"": ""我全程都感到舒适干爽"", ""evidence_level"": ""确定""}]",[],"[""Perfect fit from chart"", ""Kept dry in cold ocean water""]",certain,ai_pending_review,,
"These are good quality.  I just used mine, and they kept the water out nicely!  There's a little breast pocket that I put my watch in.  There are cords to adjust how snugly they fit.  But I just wanted to pass on a few things:  Ladies, they tend to run smaller than the women's size advertised.  I purchased my size, and wearing them barefoot inside, my toes were hitting the front.  This was fine for what I needed them for - working in my pond, but a day of fishing would get uncomfortable.  Also, you might want to air them out a bit before using.  They emit a chemical when first opened, possibly vinyl chloride because it's like a new shower curtain smell.  I'm very chemical-sensitive, so I really notice these things.  I'm a tall, with a slightly middle-aged overweight body.  The fit was fine for me.  All in all, I would definitely recommend this product!  Four stars just because of the shoe size issue.",质量不错。我刚用过，防水效果很好！胸前有个小口袋，我放了手表。还有绳子可以调节松紧。但我想提醒几点：女士们，这款尺码偏小，比标注的女款尺寸要小。我买了自己的尺码，光脚穿进去，脚趾会顶到前面。对我来说在池塘里干活还行，但钓鱼一整天会不舒服。另外，使用前最好先晾一晾。刚打开时有股化学气味，可能是氯乙烯，像新浴帘的味道。我对化学物质很敏感，所以特别留意。我个子高，有点中年发福，穿着合身。总的来说，我会推荐这款产品！四星是因为鞋码问题。,4,Wader,2025/9/22,positive,"[{""key"": ""waterproof"", ""polarity"": ""positive"", ""evidence_span"": ""kept the water out nicely"", ""evidence_level"": ""certain""}, {""key"": ""size_fit"", ""polarity"": ""negative"", ""evidence_span"": ""they tend to run smaller than the women's size advertised"", ""evidence_level"": ""certain""}, {""key"": ""comfort"", ""polarity"": ""negative"", ""evidence_span"": ""a day of fishing would get uncomfortable"", ""evidence_level"": ""probable""}, {""key"": ""material"", ""polarity"": ""negative"", ""evidence_span"": ""They emit a chemical when first opened"", ""evidence_level"": ""certain""}, {""key"": ""build_quality"", ""polarity"": ""positive"", ""evidence_span"": ""These are good quality"", ""evidence_level"": ""certain""}, {""key"": ""ease_of_use"", ""polarity"": ""positive"", ""evidence_span"": ""breast pocket...cords to adjust"", ""evidence_level"": ""certain""}]","[{""key"": ""防水性"", ""polarity"": ""正面"", ""evidence_span"": ""kept the water out nicely"", ""evidence_level"": ""确定""}, {""key"": ""尺寸合脚性"", ""polarity"": ""负面"", ""evidence_span"": ""they tend to run smaller than the women's size advertised"", ""evidence_level"": ""确定""}, {""key"": ""穿着舒适度"", ""polarity"": ""负面"", ""evidence_span"": ""a day of fishing would get uncomfortable"", ""evidence_level"": ""推测""}, {""key"": ""材质"", ""polarity"": ""负面"", ""evidence_span"": ""They emit a chemical when first opened"", ""evidence_level"": ""确定""}, {""key"": ""做工质量"", ""polarity"": ""正面"", ""evidence_span"": ""These are good quality"", ""evidence_level"": ""确定""}, {""key"": ""易用性"", ""polarity"": ""正面"", ""evidence_span"": ""breast pocket...cords to adjust"", ""evidence_level"": ""确定""}]","[""runs small"", ""chemical smell"", ""uncomfortable for long wear""]","[""good waterproofing"", ""adjustable fit"", ""good quality""]",certain,reviewed,"AI Aspects: 可补 {key: ""ease_of_use"", polarity: ""positive"", evidence_span: ""breast pocket...cords to adjust"", evidence_level: ""certain""}。",
Have bought from this company for years and got the waders and they leak. Got them out of the box and went to the river and noticed my leg was getting wet from the waders leaking in the boot.,在这家公司买了好几年了，这次买的涉水裤漏水。刚拆箱就去河边，发现腿湿了，靴子部位漏水。,1,Wader,2025/4/6,negative,"[{""key"": ""waterproof"", ""polarity"": ""negative"", ""evidence_span"": ""they leak"", ""evidence_level"": ""certain""}, {""key"": ""build_quality"", ""polarity"": ""negative"", ""evidence_span"": ""waders leaking in the boot"", ""evidence_level"": ""certain""}]","[{""key"": ""防水性"", ""polarity"": ""负面"", ""evidence_span"": ""它们会漏水"", ""evidence_level"": ""确定""}, {""key"": ""做工"", ""polarity"": ""负面"", ""evidence_span"": ""涉水裤在靴子处漏水"", ""evidence_level"": ""确定""}]","[""Waders leak out of box"", ""Water enters through boot""]",[],certain,ai_pending_review,,
"Very budget oriented and low quality made waders. Used for 1 month and a dozen times. My right boot started leaking enough to completely fill up with water.  even though they state ""life time warranty"", there is no response from the company after filing a warranty claim.<br><br>Update:  After a couple of attempts, warranty was finally accepted.  Turns out they do not ship replacements to Canada so they were willing to refund my purchase on Amazon.  Stars are for warranty.",非常廉价、质量差的涉水裤。用了一个月，大概十几次。右靴开始漏水，水灌满了。虽然写着“终身保修”，但提交保修申请后公司毫无回应。<br><br>更新：试了几次后，保修终于通过了。但他们不寄到加拿大，所以愿意在亚马逊上退款。星星是给保修的。,4,Wader,2024/9/18,neutral,"[{""key"": ""waterproof"", ""polarity"": ""negative"", ""evidence_span"": ""My right boot started leaking enough to completely fill up with water"", ""evidence_level"": ""certain""}, {""key"": ""build_quality"", ""polarity"": ""negative"", ""evidence_span"": ""Very budget oriented and low quality made waders"", ""evidence_level"": ""certain""}, {""key"": ""durability"", ""polarity"": ""negative"", ""evidence_span"": ""Used for 1 month and a dozen times. My right boot started leaking"", ""evidence_level"": ""certain""}, {""key"": ""customer_service"", ""polarity"": ""negative"", ""evidence_span"": ""no response from the company after filing a warranty claim"", ""evidence_level"": ""certain""}, {""key"": ""customer_service"", ""polarity"": ""positive"", ""evidence_span"": ""warranty was finally accepted...refund"", ""evidence_level"": ""certain""}]","[{""key"": ""防水性"", ""polarity"": ""负面"", ""evidence_span"": ""My right boot started leaking enough to completely fill up with water"", ""evidence_level"": ""确定""}, {""key"": ""做工质量"", ""polarity"": ""负面"", ""evidence_span"": ""Very budget oriented and low quality made waders"", ""evidence_level"": ""确定""}, {""key"": ""耐用性"", ""polarity"": ""负面"", ""evidence_span"": ""Used for 1 month and a dozen times. My right boot started leaking"", ""evidence_level"": ""确定""}, {""key"": ""客服服务"", ""polarity"": ""负面"", ""evidence_span"": ""no response from the company after filing a warranty claim"", ""evidence_level"": ""确定""}, {""key"": ""客服服务"", ""polarity"": ""正面"", ""evidence_span"": ""warranty was finally accepted...refund"", ""evidence_level"": ""确定""}]","[""Boot leaked after 1 month"", ""No response to warranty claim initially"", ""No replacement shipping to Canada""]","[""Warranty eventually accepted"", ""Refund provided""]",certain,reviewed,"AI Sentiment: 建议 neutral/mixed（4星且更新后 warranty accepted/refund）；AI Aspects: customer_service 需补 positive evidence ""warranty was finally accepted...refund""；value_for_money negative 证据偏弱，主要问题是 build_quality/durability/waterproof 负面。",
"These are good-quality waders at a fair price.  I do surf fishing in California for striped bass.  I've gone through several pairs of more-expensive stocking-foot waders that always start leaking after a season or so.  I decided to give boot-foot waders a try.  I have used these new waders around 10 time so far and no leaks.  The quality seems really good and there are exterior and interior pockets that I use to hold my cell phone and car keys.  The wading belt and suspenders are nice and sturdy.  There is an included hanger to suspend the waders by the boots while drying.  I like boot foot vs. stocking foot since it is easier to rinse off the sand.  The only downside is that boot foot is not as comfortable as stocking foot.  My feet slide around a bit in the boots, which feels like it could cause a blister through my socks.  My older stocking-foot waders were more comfortable since I'd wear crocs over the stocking feet, which felt nice and snug.  I'm content with these boot foot.  I will still likely get a second pair of stocking foot for the times when I have a long hike to the fishing spot and need my feet to be more comfortable during that hike.  BTW if these waders start to leak I won't hesitate to buy another pair since they are so affordable.  I'm happy if the waders last a season or two.",这款涉水裤质量不错，价格合理。我在加州冲浪钓条纹鲈。之前用过几双更贵的袜套式涉水裤，但一季后就开始漏水。我决定试试靴式涉水裤。用了大约十次，还没漏水。质量看起来很好，内外口袋可以放手机和车钥匙。涉水腰带和背带很结实。还附带了挂钩，可以挂靴子晾干。我喜欢靴式，因为更容易冲掉沙子。缺点是靴式不如袜套式舒适。脚在靴子里有点滑动，感觉穿袜子可能会磨出水泡。之前袜套式的更舒服，因为我会在袜套外穿洞洞鞋，贴合又舒适。我对这款靴式还算满意。如果长途跋涉去钓鱼点，我可能还会再买一双袜套式，让脚更舒服。另外，如果这款涉水裤开始漏水，我会毫不犹豫再买一双，因为太划算了。能用一两个季度我就满足了。,4,Wader,2024/7/12,positive,"[{""key"": ""build_quality"", ""polarity"": ""positive"", ""evidence_span"": ""good-quality waders at a fair price"", ""evidence_level"": ""certain""}, {""key"": ""durability"", ""polarity"": ""positive"", ""evidence_span"": ""no leaks after 10 uses"", ""evidence_level"": ""probable""}, {""key"": ""ease_of_use"", ""polarity"": ""positive"", ""evidence_span"": ""exterior and interior pockets"", ""evidence_level"": ""certain""}, {""key"": ""comfort"", ""polarity"": ""negative"", ""evidence_span"": ""feet slide around, could cause blister"", ""evidence_level"": ""certain""}, {""key"": ""value_for_money"", ""polarity"": ""positive"", ""evidence_span"": ""so affordable, happy if lasts a season or two"", ""evidence_level"": ""certain""}, {""key"": ""waterproof"", ""polarity"": ""positive"", ""evidence_span"": ""around 10 time so far and no leaks"", ""evidence_level"": ""certain""}]","[{""key"": ""做工质量"", ""polarity"": ""正面"", ""evidence_span"": ""good-quality waders at a fair price"", ""evidence_level"": ""确定""}, {""key"": ""耐用性"", ""polarity"": ""正面"", ""evidence_span"": ""no leaks after 10 uses"", ""evidence_level"": ""推测""}, {""key"": ""易用性"", ""polarity"": ""正面"", ""evidence_span"": ""exterior and interior pockets"", ""evidence_level"": ""确定""}, {""key"": ""穿着舒适度"", ""polarity"": ""负面"", ""evidence_span"": ""feet slide around, could cause blister"", ""evidence_level"": ""确定""}, {""key"": ""性价比"", ""polarity"": ""正面"", ""evidence_span"": ""so affordable, happy if lasts a season or two"", ""evidence_level"": ""确定""}, {""key"": ""防水性"", ""polarity"": ""正面"", ""evidence_span"": ""around 10 time so far and no leaks"", ""evidence_level"": ""确定""}]","[""feet slide in boots"", ""less comfortable than stocking foot""]","[""good quality at fair price"", ""no leaks after 10 uses"", ""convenient pockets and hanger""]",certain,reviewed,"AI Aspects: 漏标 {key: ""waterproof"", polarity: ""positive"", evidence_span: ""around 10 time so far and no leaks"", evidence_level: ""certain""}; 当前 durability 用 no leaks 作证据更像 waterproof，durability 可用 ""happy if lasts a season or two"" 降为 probable。",
