content,content_zh,rating,product_id,date,ai_sentiment,ai_aspects_json,ai_aspects_json_zh,ai_pain_points,ai_highlights,ai_evidence_level,annotation_status,reviewer_notes
"I’m starting to think I may not have the body type for this style of bra. I’ve been searching for wireless bras that still offer support without rolling up on the sides or underneath the breasts, and this is about the third one I’ve tried.Honestly, this one has been even more frustrating than the others. It may stay in place slightly longer with movement, but not by much. Very little movement is needed before it starts rolling up on the sides and underneath the breasts, and when it does, it feels even more uncomfortable than the other brands I’ve tried.I wear these for everyday use with shirts when stepping into public and at work, so comfort matters a lot. It’s irritating having to constantly adjust it. Sometimes just walking from my room to my car is enough for it to roll up, and trying to fix it barely helps before it immediately rolls again. With other brands, pulling from the sides usually corrected the issue temporarily, but not with this one.I also have downtime at work where I recline occasionally, and this bra feels very restrictive when sitting down, much less leaning back (only when rolled up, if it magically stays in place its comfortable). It almost feels like it’s squeezing me. Also the padding is stitched in on the inside, so yay for it not being lost but nay for trying to fix it inside the fabric sometimes.I purchased my usual bra size and have both measured myself and been professionally measured, so I don’t believe sizing is the issue. Unfortunately, this style just didn’t work for me. However, if it didn’t have the rolling up issue, it would definitely have 5 stars for support and felt like a decent quality.",我开始怀疑自己可能不适合这种款式的文胸。我一直在寻找无钢圈但仍有支撑力、且不会在侧面或胸部下方卷边的款式，这大概是我试过的第三款了。说实话，这款比其他款更让人沮丧。活动时它或许能多保持一会儿位置，但效果有限。稍微动一下，侧面和胸部下方就开始卷边，而且卷起来后比其他品牌更不舒服。我日常穿它搭配衬衫出门或上班，所以舒适度很重要。总得调整它实在烦人。有时从房间走到车里，它就卷起来了，试图整理也几乎没用，很快又会卷回去。其他品牌的话，从侧面拉一下通常能暂时解决问题，但这款不行。我工作间隙偶尔会向后靠，这款文胸坐着时就很束缚，更别说后仰了（只有在它神奇地保持原位时才舒服）。它几乎像在挤压我。另外，衬垫是缝在里面的，好处是不会移位，但坏处是调整时得隔着布料操作。我买了平常的尺码，自己量过也请专业人士量过，所以不认为是尺码问题。可惜这款设计不适合我。不过，如果没有卷边问题，它的支撑力和质感绝对能打五星。,2,B0FZGVD26C,2026-05-13,negative,"[{""key"": ""comfort"", ""polarity"": ""negative"", ""evidence_span"": ""it starts rolling up on the sides and underneath the breasts, and when it does, it feels even more uncomfortable"", ""evidence_level"": ""certain""}, {""key"": ""ease_of_use"", ""polarity"": ""negative"", ""evidence_span"": ""It’s irritating having to constantly adjust it"", ""evidence_level"": ""certain""}, {""key"": ""cut_fit"", ""polarity"": ""negative"", ""evidence_span"": ""starts rolling up on the sides and underneath the breasts"", ""evidence_level"": ""certain""}]","[{""key"": ""舒适度"", ""polarity"": ""负面"", ""evidence_span"": ""it starts rolling up on the sides and underneath the breasts, and when it does, it feels even more uncomfortable"", ""evidence_level"": ""确定""}, {""key"": ""易用性"", ""polarity"": ""负面"", ""evidence_span"": ""It’s irritating having to constantly adjust it"", ""evidence_level"": ""确定""}, {""key"": ""版型"", ""polarity"": ""负面"", ""evidence_span"": ""starts rolling up on the sides and underneath the breasts"", ""evidence_level"": ""确定""}]","[""Bra rolls up on sides and underneath"", ""Constant adjustment needed"", ""Restrictive when sitting or reclining""]","[""Padding is stitched in, won't shift""]",certain,reviewed,
This bra looks and feels great. Has really good support. Very comfortable. Straps are easy to adjust and it came with an expander that is easy to clip on and off. The bra does not roll up and padding is just the right amount. I purchased 2 and will definitely be purchasing more.,这款文胸外观和触感都很棒，支撑性非常好，穿着非常舒适。肩带调节方便，还附带了易于扣上和取下的延长扣。文胸不会卷边，衬垫厚度也恰到好处。我买了两个，绝对会再回购更多。,5,B0F6TWKDFK,2026-01-04,positive,"[{""key"": ""aesthetics"", ""polarity"": ""positive"", ""evidence_span"": ""looks and feels great"", ""evidence_level"": ""certain""}, {""key"": ""comfort"", ""polarity"": ""positive"", ""evidence_span"": ""Very comfortable"", ""evidence_level"": ""certain""}, {""key"": ""ease_of_use"", ""polarity"": ""positive"", ""evidence_span"": ""Straps are easy to adjust"", ""evidence_level"": ""certain""}, {""key"": ""cut_fit"", ""polarity"": ""positive"", ""evidence_span"": ""does not roll up and padding is just the right amount"", ""evidence_level"": ""certain""}]","[{""key"": ""外观设计"", ""polarity"": ""正面"", ""evidence_span"": ""looks and feels great"", ""evidence_level"": ""确定""}, {""key"": ""舒适度"", ""polarity"": ""正面"", ""evidence_span"": ""Very comfortable"", ""evidence_level"": ""确定""}, {""key"": ""易用性"", ""polarity"": ""正面"", ""evidence_span"": ""Straps are easy to adjust"", ""evidence_level"": ""确定""}, {""key"": ""版型"", ""polarity"": ""正面"", ""evidence_span"": ""does not roll up and padding is just the right amount"", ""evidence_level"": ""确定""}]",,"[""good support"", ""comfortable"", ""easy to adjust straps""]",certain,reviewed,
"Let me start by saying I am a 38/40 DDD/F. So maybe my fault for expectations. There is minimal support, almost fits like a sports bra, so basically i got a smashed uniboob situation going on and it rolls in the front. With all that being said super soft.Just not what I was looking for I want something that actually offers support and holds eveything up with out an obnoxious underwire. I know too much to ask. For reference the only bra that I found that works is lane bryant boost plunge",先说下我的尺码是38/40 DDD/F，所以可能是我期望太高了。这款几乎没有支撑力，穿起来像运动内衣，结果就是胸部被压成“一坨”还往前翻卷。不过面料确实超级柔软。只是不是我想要的——我想要的是真正有支撑力、能托住胸部又不用烦人钢圈的内衣。我知道这要求太高了。参考一下，目前唯一适合我的是Lane Bryant的Boost Plunge款。,1,B0F6V6MKC9,2025-09-11,negative,"[{""key"": ""cut_fit"", ""polarity"": ""negative"", ""evidence_span"": ""smashed uniboob situation"", ""evidence_level"": ""certain""}, {""key"": ""material"", ""polarity"": ""positive"", ""evidence_span"": ""super soft"", ""evidence_level"": ""certain""}]","[{""key"": ""版型"", ""polarity"": ""负面"", ""evidence_span"": ""smashed uniboob situation"", ""evidence_level"": ""确定""}, {""key"": ""材质用料"", ""polarity"": ""正面"", ""evidence_span"": ""super soft"", ""evidence_level"": ""确定""}]",,,,reviewed,
The straps slide right down your shoulders,肩带总是从肩膀上滑落。,3,B0F6V6WNTS,2025-12-01,negative,"[{""key"": ""cut_fit"", ""polarity"": ""negative"", ""evidence_span"": ""straps slide right down your shoulders"", ""evidence_level"": ""certain""}, {""key"": ""size_fit"", ""polarity"": ""negative"", ""evidence_span"": ""straps slide right down your shoulders"", ""evidence_level"": ""probable""}]","[{""key"": ""版型"", ""polarity"": ""负面"", ""evidence_span"": ""straps slide right down your shoulders"", ""evidence_level"": ""确定""}, {""key"": ""尺寸匹配"", ""polarity"": ""负面"", ""evidence_span"": ""straps slide right down your shoulders"", ""evidence_level"": ""推测""}]","[""Straps slip off shoulders""]",[],certain,reviewed,
I ordered this bra for my mom and she raves about how great it is. She says it’s the most comfortable bra she’s ever had.,我给妈妈买了这款文胸，她赞不绝口，说这是她穿过最舒服的文胸。,5,B0F6VB6C79,2026-02-22,positive,"[{""key"": ""comfort"", ""polarity"": ""positive"", ""evidence_span"": ""most comfortable bra she’s ever had"", ""evidence_level"": ""certain""}]","[{""key"": ""舒适度"", ""polarity"": ""正面"", ""evidence_span"": ""most comfortable bra she’s ever had"", ""evidence_level"": ""确定""}]",[],"[""most comfortable bra ever""]",certain,ai_pending_review,
"I highly recommend LetsJoli Bras! I am especially happy that it suitable as a masechtomy bra solution for a prosthesis. Although it’s not marketed as such, it works. Material is good quality, very comfortable and stretchy. It’s light weight, but holds everything in place and looks smooth underneath a snug fitting top. The 2XL was a little big and the XL is perfect. My size is 40E",我强烈推荐LetsJoli文胸！尤其满意它适合作为假体植入后的义乳文胸解决方案。虽然它并非以此作为卖点，但确实有效。材质优良，非常舒适且有弹性。轻便却能将一切固定到位，在贴身衣物下也显得平滑。2XL稍大，XL则完美贴合。我的尺码是40E。,5,B0F6VB6RN8,2025-10-30,positive,"[{""key"": ""material"", ""polarity"": ""positive"", ""evidence_span"": ""Material is good quality"", ""evidence_level"": ""certain""}, {""key"": ""comfort"", ""polarity"": ""positive"", ""evidence_span"": ""very comfortable"", ""evidence_level"": ""certain""}, {""key"": ""stretchiness"", ""polarity"": ""positive"", ""evidence_span"": ""stretchy"", ""evidence_level"": ""certain""}, {""key"": ""size_fit"", ""polarity"": ""positive"", ""evidence_span"": ""XL is perfect"", ""evidence_level"": ""certain""}, {""key"": ""cut_fit"", ""polarity"": ""positive"", ""evidence_span"": ""holds everything in place"", ""evidence_level"": ""certain""}, {""key"": ""other"", ""polarity"": ""positive"", ""evidence_span"": ""suitable as a masechtomy bra solution for a prosthesis"", ""evidence_level"": ""certain""}]","[{""key"": ""材质用料"", ""polarity"": ""正面"", ""evidence_span"": ""Material is good quality"", ""evidence_level"": ""确定""}, {""key"": ""舒适度"", ""polarity"": ""正面"", ""evidence_span"": ""very comfortable"", ""evidence_level"": ""确定""}, {""key"": ""弹性"", ""polarity"": ""正面"", ""evidence_span"": ""stretchy"", ""evidence_level"": ""确定""}, {""key"": ""尺寸匹配"", ""polarity"": ""正面"", ""evidence_span"": ""XL is perfect"", ""evidence_level"": ""确定""}, {""key"": ""版型"", ""polarity"": ""正面"", ""evidence_span"": ""holds everything in place"", ""evidence_level"": ""确定""}, {""key"": ""其他"", ""polarity"": ""正面"", ""evidence_span"": ""suitable as a masechtomy bra solution for a prosthesis"", ""evidence_level"": ""确定""}]",,"[""works as mastectomy bra"", ""smooth under snug tops""]",certain,reviewed,
I'm obsessed. Thrown out all my other bras. I've gotten 3 so far.,我彻底迷上了。已经把所有其他内衣都扔了，目前买了三件。,5,B0F6V6RW6D,2026-01-08,positive,"[{""key"": ""other"", ""polarity"": ""positive"", ""evidence_span"": ""I'm obsessed. Thrown out all my other bras."", ""evidence_level"": ""certain""}]","[{""key"": ""其他"", ""polarity"": ""正面"", ""evidence_span"": ""I'm obsessed. Thrown out all my other bras."", ""evidence_level"": ""确定""}]",[],"[""obsessed with product"", ""replaced all other bras""]",certain,ai_pending_review,
"I was surprised that this bra fit so perfectly.. I've tried more than I can remember, and this one does have all the features I've been looking for.  Wider, adjustable straps, conveniently wide in the underarm to help hide the drama that goes on there and perfect uplift.  I will be ordering another one--or more.",这款文胸的贴合度让我惊喜不已。试过的款式多到数不清，而这一件确实集齐了我一直寻找的所有优点：加宽的可调节肩带、腋下部位恰到好处的加宽设计能巧妙隐藏赘肉，还有完美的提托效果。我打算再买一件——或许不止一件。,5,B0F6V8RDYM,2025-11-05,positive,"[{""key"": ""size_fit"", ""polarity"": ""positive"", ""evidence_span"": ""this bra fit so perfectly"", ""evidence_level"": ""certain""}, {""key"": ""cut_fit"", ""polarity"": ""positive"", ""evidence_span"": ""wide in the underarm to help hide"", ""evidence_level"": ""certain""}, {""key"": ""ease_of_use"", ""polarity"": ""positive"", ""evidence_span"": ""adjustable straps"", ""evidence_level"": ""certain""}]","[{""key"": ""尺寸匹配"", ""polarity"": ""正面"", ""evidence_span"": ""this bra fit so perfectly"", ""evidence_level"": ""确定""}, {""key"": ""版型"", ""polarity"": ""正面"", ""evidence_span"": ""wide in the underarm to help hide"", ""evidence_level"": ""确定""}, {""key"": ""易用性"", ""polarity"": ""正面"", ""evidence_span"": ""adjustable straps"", ""evidence_level"": ""确定""}]",,"[""perfect fit"", ""wider adjustable straps"", ""good underarm coverage""]",certain,reviewed,
"Dios recomendadicimo tengo demasiados acostumbradores y ninguno me ha gustado como este, el mejor normalmente soy 36DDD y pedi talla L me encanto , Divino tengo los senos un poco caídos y me los sujeta muy bien la verdad se los recomiendo aparte todos los rollitos de la espalda no se ven, demasiado bueno la verdad al fin encontré el indicado",强烈推荐！我试过太多款调整型内衣，但没有一件像这款这样让我满意，它是最好的。我通常穿36DDD，这次选了L码，太喜欢了，简直完美。我的胸部有点下垂，但它支撑得非常好，真心推荐。而且背部的赘肉也完全看不见，真的太棒了，终于找到了最适合我的那一款。,5,B0F6V8RDYM,2025-07-21,positive,"[{""key"": ""size_fit"", ""polarity"": ""positive"", ""evidence_span"": ""normalmente soy 36DDD y pedi talla L me encanto"", ""evidence_level"": ""certain""}, {""key"": ""cut_fit"", ""polarity"": ""positive"", ""evidence_span"": ""me los sujeta muy bien"", ""evidence_level"": ""certain""}, {""key"": ""aesthetics"", ""polarity"": ""positive"", ""evidence_span"": ""todos los rollitos de la espalda no se ven"", ""evidence_level"": ""certain""}]","[{""key"": ""尺寸匹配"", ""polarity"": ""正面"", ""evidence_span"": ""normalmente soy 36DDD y pedi talla L me encanto"", ""evidence_level"": ""确定""}, {""key"": ""版型"", ""polarity"": ""正面"", ""evidence_span"": ""me los sujeta muy bien"", ""evidence_level"": ""确定""}, {""key"": ""外观设计"", ""polarity"": ""正面"", ""evidence_span"": ""todos los rollitos de la espalda no se ven"", ""evidence_level"": ""确定""}]",,"[""great fit for 36DDD"", ""hides back rolls"", ""good support for sagging breasts""]",certain,reviewed,
"Very soft and comfortable material.  Not as supportive on the sides or uplifting as an underwire bra, but did better than I expected.  The size chart was accurate for me on the fit.  Like the wider sides and straps.  Since the material is very soft and comfortable, no wires digging in, I’ll be keeping them to give them a try.",材质非常柔软舒适。侧边支撑和上托效果不如有钢圈内衣，但比预期要好。尺码表对我而言很准确。喜欢加宽的侧边和肩带。由于材质非常柔软舒适，没有钢圈勒感，我会留着试试看。,4,B0F6V9HJVD,2025-10-13,positive,"[{""key"": ""comfort"", ""polarity"": ""positive"", ""evidence_span"": ""Very soft and comfortable material"", ""evidence_level"": ""certain""}, {""key"": ""material"", ""polarity"": ""positive"", ""evidence_span"": ""Very soft and comfortable material"", ""evidence_level"": ""certain""}, {""key"": ""size_fit"", ""polarity"": ""positive"", ""evidence_span"": ""The size chart was accurate for me on the fit"", ""evidence_level"": ""certain""}, {""key"": ""cut_fit"", ""polarity"": ""positive"", ""evidence_span"": ""Like the wider sides and straps"", ""evidence_level"": ""certain""}, {""key"": ""cut_fit"", ""polarity"": ""negative"", ""evidence_span"": ""Not as supportive on the sides or uplifting as an underwire bra"", ""evidence_level"": ""certain""}]","[{""key"": ""舒适度"", ""polarity"": ""正面"", ""evidence_span"": ""Very soft and comfortable material"", ""evidence_level"": ""确定""}, {""key"": ""材质用料"", ""polarity"": ""正面"", ""evidence_span"": ""Very soft and comfortable material"", ""evidence_level"": ""确定""}, {""key"": ""尺寸匹配"", ""polarity"": ""正面"", ""evidence_span"": ""The size chart was accurate for me on the fit"", ""evidence_level"": ""确定""}, {""key"": ""版型"", ""polarity"": ""正面"", ""evidence_span"": ""Like the wider sides and straps"", ""evidence_level"": ""确定""}, {""key"": ""版型"", ""polarity"": ""负面"", ""evidence_span"": ""Not as supportive on the sides or uplifting as an underwire bra"", ""evidence_level"": ""确定""}]","[""Not as supportive as underwire bra""]","[""Soft and comfortable material"", ""Accurate size chart"", ""Wider sides and straps""]",certain,reviewed,
"I found the straps to be extremely comfortable, along with the other materials used in the band and even the padding in the cups. I do not normally purchase bras with padding, but did not find this to be overly padded. When I removed padding from one bra, all 'form' was lost and it seemed the cup got even smaller. Cup size is not true to size but runs much smaller. Band/width was extremely comfortable all day long, but 'muffin top' caused by small cups was totally unacceptable. After padding was removed, there was no under cup support at all and ""dropping ""occurred. I would not purchase again because cup size is very difficult to determine for full breasted women. Their suggested sizing was WAY off!  If they were to improve and increase cup sizing, I would probably buy 25! Extremely soft fabric and extremely comfortable. No cutting on my shoulders from straps and weight. Wide shoulder straps are magnificent!",我发现肩带非常舒适，其他材料如肩带和罩杯内的衬垫也很舒服。我通常不买带衬垫的文胸，但这款并没有过度填充。当我取出一个文胸的衬垫后，整个形状都消失了，罩杯似乎变得更小。罩杯尺寸并不标准，而是偏小很多。肩带/宽度全天都非常舒适，但小罩杯导致的“副乳”问题完全无法接受。取出衬垫后，罩杯下方完全没有支撑，出现了“下垂”现象。我不会再购买，因为对于丰满胸部的女性来说，罩杯尺寸很难确定。他们建议的尺码完全不对！如果他们能改进并增大罩杯尺寸，我可能会买25件！面料极其柔软舒适，肩带和重量不会勒肩膀。宽肩带设计非常出色！,2,B0F6VKZ4FB,2025-11-22,negative,"[{""key"": ""comfort"", ""polarity"": ""positive"", ""evidence_span"": ""straps to be extremely comfortable"", ""evidence_level"": ""certain""}, {""key"": ""size_fit"", ""polarity"": ""negative"", ""evidence_span"": ""Cup size is not true to size but runs much smaller"", ""evidence_level"": ""certain""}, {""key"": ""material"", ""polarity"": ""positive"", ""evidence_span"": ""Extremely soft fabric and extremely comfortable"", ""evidence_level"": ""certain""}, {""key"": ""cut_fit"", ""polarity"": ""negative"", ""evidence_span"": ""'muffin top' caused by small cups was totally unacceptable"", ""evidence_level"": ""certain""}, {""key"": ""build_quality"", ""polarity"": ""negative"", ""evidence_span"": ""no under cup support at all and 'dropping' occurred"", ""evidence_level"": ""certain""}]","[{""key"": ""舒适度"", ""polarity"": ""正面"", ""evidence_span"": ""straps to be extremely comfortable"", ""evidence_level"": ""确定""}, {""key"": ""尺寸匹配"", ""polarity"": ""负面"", ""evidence_span"": ""Cup size is not true to size but runs much smaller"", ""evidence_level"": ""确定""}, {""key"": ""材质用料"", ""polarity"": ""正面"", ""evidence_span"": ""Extremely soft fabric and extremely comfortable"", ""evidence_level"": ""确定""}, {""key"": ""版型"", ""polarity"": ""负面"", ""evidence_span"": ""'muffin top' caused by small cups was totally unacceptable"", ""evidence_level"": ""确定""}, {""key"": ""做工"", ""polarity"": ""负面"", ""evidence_span"": ""no under cup support at all and 'dropping' occurred"", ""evidence_level"": ""确定""}]","[""Cup size runs much smaller"", ""Muffin top from small cups"", ""No under cup support after padding removal""]","[""Extremely comfortable straps and fabric"", ""Wide shoulder straps are magnificent""]",certain,reviewed,
"It was too big and too small all at the same time. The 4X cup size was too small but the band was way too big so I would not be able to size up to a 5x to get the cup size I need. I literally laughed at the extender because I don't understand how this company could think that somebody could be that big under the chest and then have absolutely no breasts. It appears I would need a 3X in the band, possibly a 2X and a 5x for cup size so this was a big no for me. This is kind of disappointing because the bra seemed very comfortable and lifting other than that.",这款内衣同时存在太大和太小的问题。4X的罩杯太小，但底围却太大，所以我无法通过升级到5X来获得所需的罩杯尺寸。看到那个延长扣时我简直笑出声，实在不明白这家公司怎么会认为有人能胸围如此宽大却完全没有胸部。看来我需要3X的底围（可能2X也行），但罩杯得是5X，所以这款完全不适合我。挺失望的，因为除此之外这款内衣似乎很舒适且具有提托效果。,3,B0FGTZY5MM,2026-05-27,negative,"[{""key"": ""size_fit"", ""polarity"": ""negative"", ""evidence_span"": ""too big and too small all at the same time"", ""evidence_level"": ""certain""}, {""key"": ""comfort"", ""polarity"": ""positive"", ""evidence_span"": ""bra seemed very comfortable and lifting"", ""evidence_level"": ""probable""}, {""key"": ""cut_fit"", ""polarity"": ""positive"", ""evidence_span"": ""bra seemed very comfortable and lifting"", ""evidence_level"": ""probable""}]","[{""key"": ""尺寸匹配"", ""polarity"": ""负面"", ""evidence_span"": ""too big and too small all at the same time"", ""evidence_level"": ""确定""}, {""key"": ""舒适度"", ""polarity"": ""正面"", ""evidence_span"": ""bra seemed very comfortable and lifting"", ""evidence_level"": ""推测""}, {""key"": ""版型"", ""polarity"": ""正面"", ""evidence_span"": ""bra seemed very comfortable and lifting"", ""evidence_level"": ""推测""}]","[""Cup too small, band too big"", ""Inconsistent sizing across band and cup""]","[""Comfortable and lifting design""]",certain,reviewed,
"These bras are not built for large breast. They are soft, and comfortable but large breasted women do not get that promised coverage. The breasts bulge on top. I do not recommend them for this reason.",这些文胸不适合大胸女性。它们柔软舒适，但大胸女性无法获得承诺的覆盖效果。胸部上方会凸起。因此我不推荐购买。,3,B0GQLSPY5S,2026-05-11,negative,"[{""key"": ""comfort"", ""polarity"": ""positive"", ""evidence_span"": ""soft, and comfortable"", ""evidence_level"": ""certain""}, {""key"": ""size_fit"", ""polarity"": ""negative"", ""evidence_span"": ""not built for large breast"", ""evidence_level"": ""certain""}, {""key"": ""cut_fit"", ""polarity"": ""negative"", ""evidence_span"": ""breasts bulge on top"", ""evidence_level"": ""certain""}]","[{""key"": ""舒适度"", ""polarity"": ""正面"", ""evidence_span"": ""soft, and comfortable"", ""evidence_level"": ""确定""}, {""key"": ""尺寸匹配"", ""polarity"": ""负面"", ""evidence_span"": ""not built for large breast"", ""evidence_level"": ""确定""}, {""key"": ""版型"", ""polarity"": ""负面"", ""evidence_span"": ""breasts bulge on top"", ""evidence_level"": ""确定""}]","[""Not enough coverage for large breasts"", ""Bulging on top""]","[""Soft and comfortable material""]",certain,ai_pending_review,
Bought for a older family member she's happy with them. She says she can't even tell it's on its very comfortable. The thing is stretchier then expected got her the 3x cause about 42 around I was able to show her how it clipped and I measure about 46-47 I wouldn't recommend someone my measurements to try it unless they want it tight and able to feel it go for recommend by size chart. She decided to clip and tug over no issues it stays clipped and she has no complaints.,为一位年长家人购买，她很喜欢。她说戴着很舒适，几乎感觉不到它的存在。这东西比预想的更有弹性，给她买了3XL，因为腰围大约42英寸。我教她如何扣上，自己量了下腰围约46-47英寸，不建议像我这样尺寸的人尝试，除非想要紧身且能感受到束缚感，建议按尺码表选购。她扣上后拉扯了几下没问题，扣子很牢固，她没有任何抱怨。,5,B0FZGZV41K,2026-04-13,positive,"[{""key"": ""comfort"", ""polarity"": ""positive"", ""evidence_span"": ""very comfortable"", ""evidence_level"": ""certain""}, {""key"": ""stretchiness"", ""polarity"": ""positive"", ""evidence_span"": ""stretchier then expected"", ""evidence_level"": ""certain""}, {""key"": ""size_fit"", ""polarity"": ""positive"", ""evidence_span"": ""no issues it stays clipped"", ""evidence_level"": ""certain""}, {""key"": ""ease_of_use"", ""polarity"": ""positive"", ""evidence_span"": ""clip and tug over no issues it stays clipped"", ""evidence_level"": ""certain""}]","[{""key"": ""舒适度"", ""polarity"": ""正面"", ""evidence_span"": ""very comfortable"", ""evidence_level"": ""确定""}, {""key"": ""弹性"", ""polarity"": ""正面"", ""evidence_span"": ""stretchier then expected"", ""evidence_level"": ""确定""}, {""key"": ""尺寸匹配"", ""polarity"": ""正面"", ""evidence_span"": ""no issues it stays clipped"", ""evidence_level"": ""确定""}, {""key"": ""易用性"", ""polarity"": ""正面"", ""evidence_span"": ""clip and tug over no issues it stays clipped"", ""evidence_level"": ""确定""}]",,"[""very comfortable"", ""stretchier than expected"", ""stays clipped""]",certain,reviewed,
"If I could give it no stars, I would very disappointed",如果我能给零颗星，我会非常失望。,1,B0F6V6YWVD,2025-10-03,negative,[],[],"[""very disappointed""]",[],certain,ai_pending_review,
Poor support for those of us with dense breasts. Cheap material.,对我们这些乳腺密度高的人来说，支持性很差。材质廉价。,1,B0F6V6RW6D,2026-04-19,negative,"[{""key"": ""material"", ""polarity"": ""negative"", ""evidence_span"": ""Cheap material"", ""evidence_level"": ""certain""}, {""key"": ""cut_fit"", ""polarity"": ""negative"", ""evidence_span"": ""Poor support for those of us with dense breasts"", ""evidence_level"": ""certain""}]","[{""key"": ""材质用料"", ""polarity"": ""负面"", ""evidence_span"": ""Cheap material"", ""evidence_level"": ""确定""}, {""key"": ""版型"", ""polarity"": ""负面"", ""evidence_span"": ""Poor support for those of us with dense breasts"", ""evidence_level"": ""确定""}]","[""Poor support for dense breasts"", ""Cheap material""]",[],certain,reviewed,
"I absolutely LOVE this bra! The material is incredibly soft and comfortable — it truly has that buttery-soft feel. I really like that it has no underwire, so there’s no digging or discomfort throughout the day, while still giving a flattering shape and support. The scalloped detail is also a nice touch and makes it feel a little more stylish than a basic everyday bra. It’s comfortable enough to wear all day and still looks great under t-shirts. Definitely one of my favorite bras and I would absolutely purchase again!",我超爱这款文胸！面料超级柔软舒适，摸起来就像黄油般顺滑。最棒的是它没有钢圈，全天穿着都不会有勒痕或不适感，同时还能保持优美的胸型和支撑力。蕾丝花边设计也很精致，比普通日常文胸多了几分时尚感。不仅全天穿着都舒服，搭配T恤也特别好看。绝对是我最爱的文胸之一，一定会回购！,5,B0DQQ9HCYG,2026-05-20,positive,"[{""key"": ""material"", ""polarity"": ""positive"", ""evidence_span"": ""The material is incredibly soft and comfortable"", ""evidence_level"": ""certain""}, {""key"": ""comfort"", ""polarity"": ""positive"", ""evidence_span"": ""no underwire, so there’s no digging or discomfort"", ""evidence_level"": ""certain""}, {""key"": ""aesthetics"", ""polarity"": ""positive"", ""evidence_span"": ""scalloped detail is also a nice touch"", ""evidence_level"": ""certain""}, {""key"": ""cut_fit"", ""polarity"": ""positive"", ""evidence_span"": ""giving a flattering shape and support"", ""evidence_level"": ""certain""}]","[{""key"": ""材质用料"", ""polarity"": ""正面"", ""evidence_span"": ""The material is incredibly soft and comfortable"", ""evidence_level"": ""确定""}, {""key"": ""舒适度"", ""polarity"": ""正面"", ""evidence_span"": ""no underwire, so there’s no digging or discomfort"", ""evidence_level"": ""确定""}, {""key"": ""外观设计"", ""polarity"": ""正面"", ""evidence_span"": ""scalloped detail is also a nice touch"", ""evidence_level"": ""确定""}, {""key"": ""版型"", ""polarity"": ""正面"", ""evidence_span"": ""giving a flattering shape and support"", ""evidence_level"": ""确定""}]",[],"[""buttery-soft material"", ""no underwire comfort"", ""flattering shape and support""]",certain,ai_pending_review,
